GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT3G29575,139.3022264,4.675834223,0.365590049,12.78982904,1.87E-37,5.43E-35
AT3G45140,601.3580704,4.282630096,0.338657453,12.64590535,1.18E-36,3.37E-34
AT2G46680,357.567499,4.532683723,0.3620215,12.52048215,5.77E-36,1.60E-33
AT1G19570,918.7384246,2.057492295,0.16515281,12.45811256,1.26E-35,3.41E-33
AT1G78680,166.6865953,2.663126757,0.214502895,12.41534181,2.16E-35,5.74E-33
AT4G04020,419.3774837,1.812033485,0.146081809,12.40423771,2.48E-35,6.50E-33
AT1G51140,102.0480661,4.336322555,0.350927466,12.35674882,4.48E-35,1.13E-32
AT3G09390,1213.901467,3.727767281,0.304702165,12.23413454,2.04E-34,4.89E-32
AT4G39730,477.7986485,2.589786743,0.214481357,12.0746473,1.44E-33,3.27E-31
AT2G28840,141.0731653,2.093810187,0.174181435,12.02085735,2.76E-33,6.14E-31
AT1G77450,88.8515305,4.060899615,0.341058613,11.90674994,1.09E-32,2.37E-30
AT2G21660,1726.515835,4.177437321,0.35284843,11.83918353,2.45E-32,5.26E-30
AT1G45249,88.21970964,3.806464089,0.323298661,11.77383189,5.32E-32,1.13E-29
AT5G47640,163.7173042,3.492343733,0.297244436,11.74906345,7.14E-32,1.50E-29
AT1G02205,97.66521523,4.139037833,0.35268411,11.73582169,8.35E-32,1.73E-29
AT4G22240,341.3687614,1.855134982,0.158541925,11.70122655,1.26E-31,2.58E-29
AT3G10410,93.53021867,2.799577693,0.245215888,11.41678752,3.45E-30,6.72E-28
AT2G40080,109.2478369,6.912457711,0.608285783,11.36383244,6.33E-30,1.22E-27
AT2G29630,148.6974782,2.328160225,0.205064274,11.35331951,7.14E-30,1.36E-27
AT1G69260,113.4488476,4.695084284,0.413863995,11.34451014,7.90E-30,1.49E-27
AT4G39330,257.2058822,1.786004865,0.157892399,11.31153162,1.15E-29,2.15E-27
AT3G22840,168.8508899,3.039457284,0.27007583,11.25408847,2.21E-29,4.10E-27
AT5G01520,89.61328463,4.764695357,0.424110087,11.23457212,2.76E-29,5.06E-27
AT4G23630,218.3972341,1.645405154,0.146961845,11.19613836,4.26E-29,7.66E-27
AT1G76790,104.25994,2.824100605,0.254784027,11.08429219,1.50E-28,2.64E-26
AT1G67360,104.7693941,2.700846426,0.24420225,11.05987526,1.96E-28,3.44E-26
AT4G04330,78.95489408,4.051302075,0.368034257,11.0079483,3.50E-28,6.01E-26
AT1G17940,88.15249501,4.879031882,0.44639217,10.92992264,8.29E-28,1.39E-25
AT4G27410,108.3528938,2.835044149,0.259837387,10.91083998,1.02E-27,1.70E-25
AT1G58360,114.5270548,2.527821559,0.234064355,10.79968609,3.45E-27,5.63E-25
AT3G05640,107.0549881,5.855959437,0.544678009,10.75123162,5.85E-27,9.44E-25
AT1G47128,512.9987469,1.483338697,0.138773301,10.68893427,1.15E-26,1.82E-24
AT2G28900,257.1257919,4.145095543,0.388101306,10.68044729,1.26E-26,1.98E-24
AT4G39090,640.454488,1.923216001,0.180720202,10.64195359,1.90E-26,2.94E-24
AT5G42570,114.0289291,2.270943191,0.213727467,10.62541575,2.27E-26,3.49E-24
AT1G68500,98.17924143,6.415056262,0.60979018,10.52010424,6.98E-26,1.06E-23
AT1G05340,101.9180128,3.887091653,0.373363459,10.41101253,2.21E-25,3.23E-23
AT5G59220,182.3058441,7.761136438,0.748550202,10.36822436,3.46E-25,5.03E-23
AT5G61380,52.59816476,3.554179688,0.343406009,10.34978887,4.19E-25,6.05E-23
AT3G56275,124.1877161,6.352681558,0.613987272,10.34660138,4.34E-25,6.21E-23
AT2G39050,80.6525571,3.939723991,0.383408114,10.27553631,9.08E-25,1.28E-22
AT4G16146,75.99728256,5.240034833,0.514301351,10.18864684,2.23E-24,2.99E-22
AT1G54575,80.96742477,3.102413062,0.3045787,10.18591604,2.29E-24,3.05E-22
AT2G15960,222.3524011,2.648389116,0.260123329,10.18128259,2.40E-24,3.18E-22
AT3G61890,255.9321394,3.644932671,0.358246067,10.17438292,2.58E-24,3.39E-22
AT1G56300,89.87709823,6.170155426,0.607609018,10.15481214,3.15E-24,4.11E-22
AT4G13250,115.4723533,2.175886424,0.214845585,10.12767574,4.16E-24,5.35E-22
AT2G38540,1827.852336,1.427635348,0.141799957,10.06795333,7.66E-24,9.52E-22
AT2G21130,82.12813843,5.710980491,0.569685351,10.02479787,1.19E-23,1.46E-21
AT2G04350,88.30823124,2.86982584,0.287204204,9.992283546,1.65E-23,2.01E-21
AT1G04220,67.8660154,3.425116188,0.343396943,9.974218643,1.98E-23,2.39E-21
AT5G08640,81.78430288,2.836991545,0.284582295,9.968967136,2.08E-23,2.51E-21
AT1G76590,55.16858744,4.179060382,0.42024922,9.944243053,2.67E-23,3.18E-21
AT3G17000,95.62372005,2.247036357,0.226410236,9.924623526,3.25E-23,3.82E-21
AT2G37870,147.3204746,7.419356559,0.752960673,9.853577776,6.61E-23,7.53E-21
AT5G53450,65.8883498,3.065247355,0.31147326,9.841125216,7.49E-23,8.37E-21
AT4G39210,88.42308146,4.381242104,0.450190147,9.731981335,2.20E-22,2.38E-20
AT3G26290,95.0161535,2.711276509,0.279016734,9.717254121,2.55E-22,2.73E-20
AT2G40840,92.53102271,2.281764083,0.236018287,9.667742749,4.13E-22,4.39E-20
AT5G57050,62.70466005,4.814521171,0.499142675,9.64558114,5.13E-22,5.39E-20
AT5G13170,74.12192285,5.268733678,0.548879457,9.599072453,8.07E-22,8.33E-20
AT5G19440,111.4114198,1.879695765,0.19594804,9.592827604,8.57E-22,8.80E-20
AT5G27280,100.0355052,2.27336036,0.237564297,9.569452938,1.07E-21,1.10E-19
AT1G26770,81.26987391,2.94032654,0.307570149,9.559856659,1.18E-21,1.20E-19
AT1G72770,72.40624261,2.965805902,0.310776895,9.543199476,1.38E-21,1.40E-19
AT4G09020,84.92483161,4.562114776,0.478767899,9.528865211,1.59E-21,1.60E-19
AT4G30470,95.69407954,2.462796222,0.259011304,9.508450721,1.94E-21,1.91E-19
AT3G22200,157.4493941,1.837932677,0.194438983,9.452490691,3.31E-21,3.26E-19
AT3G22600,131.8862174,2.106694463,0.223195409,9.438789418,3.77E-21,3.69E-19
AT4G35300,59.35860117,3.035165608,0.322482319,9.411882225,4.87E-21,4.72E-19
AT4G23670,1322.849089,1.428683435,0.15237609,9.376034245,6.85E-21,6.60E-19
AT4G33550,78.29200715,3.501250678,0.375102126,9.334126467,1.02E-20,9.67E-19
AT1G51090,135.8411592,7.092932594,0.761336077,9.316427799,1.20E-20,1.13E-18
AT4G34710,382.5766445,2.294211264,0.246648765,9.301531534,1.38E-20,1.29E-18
AT3G25770,456.3143352,2.546896016,0.274124946,9.291004185,1.53E-20,1.42E-18
AT4G35790,84.98302506,2.191867513,0.235942019,9.289856541,1.54E-20,1.42E-18
AT1G21790,57.81424237,3.285918994,0.353903861,9.284778604,1.62E-20,1.49E-18
AT5G18130,62.19407231,2.633514193,0.283921936,9.275486889,1.77E-20,1.61E-18
AT4G37470,83.46026104,2.144646146,0.232154215,9.238023734,2.51E-20,2.26E-18
AT2G23120,526.4237099,1.405119537,0.152557026,9.210454442,3.25E-20,2.88E-18
AT1G78070,82.43283977,2.562297528,0.279071181,9.18151962,4.25E-20,3.72E-18
AT5G45950,85.56081955,2.560242949,0.279089788,9.173545788,4.58E-20,3.97E-18
AT1G13990,72.62863235,2.721877736,0.297259496,9.156571172,5.36E-20,4.60E-18
AT4G34230,137.5822182,2.477573971,0.271014151,9.141862013,6.14E-20,5.20E-18
AT5G40390,54.97458842,3.668702212,0.404118943,9.078273315,1.10E-19,9.22E-18
AT4G34000,107.9380074,2.734516902,0.302775825,9.031490233,1.69E-19,1.40E-17
AT3G06500,70.45515001,2.569966614,0.284717451,9.026375459,1.77E-19,1.46E-17
AT1G69870,56.61452884,2.937138253,0.325459513,9.024588729,1.80E-19,1.48E-17
AT5G59310,316.8659584,9.418939072,1.044033585,9.021682066,1.85E-19,1.52E-17
AT5G52300,430.2622295,10.79652266,1.19805583,9.01170245,2.03E-19,1.65E-17
AT3G23920,220.9673605,2.573038586,0.286101041,8.993461123,2.40E-19,1.93E-17
AT3G55120,114.6280915,2.249936077,0.250452015,8.983501614,2.62E-19,2.11E-17
AT1G69295,89.50540361,2.281458314,0.25419971,8.975062621,2.83E-19,2.27E-17
AT5G67480,63.09251143,2.3573863,0.263411638,8.949438666,3.57E-19,2.84E-17
AT1G12845,61.78969525,3.093040244,0.346277193,8.932266706,4.17E-19,3.27E-17
AT5G65990,60.75330354,2.81027255,0.315261648,8.914095868,4.92E-19,3.84E-17
AT5G26570,54.20961077,3.937013977,0.442032767,8.906611159,5.26E-19,4.09E-17
AT3G14067,276.5303308,2.236840613,0.251251953,8.902779,5.45E-19,4.22E-17
AT5G57040,253.5589118,1.322539901,0.148625585,8.898467256,5.66E-19,4.37E-17
AT5G60360,504.2871952,1.363165833,0.153271059,8.893824075,5.90E-19,4.53E-17
AT4G17030,54.03032573,3.433346223,0.387051344,8.870518811,7.28E-19,5.52E-17
AT1G79520,61.62834685,2.891375688,0.326094143,8.866690027,7.54E-19,5.65E-17
AT5G11110,52.27353237,4.162154022,0.46940428,8.866885544,7.52E-19,5.65E-17
AT4G00430,272.0931325,1.296847188,0.14655061,8.849142183,8.82E-19,6.56E-17
AT4G27560,84.62809308,3.839766927,0.434967284,8.82771434,1.07E-18,7.85E-17
AT2G46270,52.5419038,3.00340025,0.341260365,8.800905573,1.36E-18,9.90E-17
AT2G47770,190.97895,10.59535964,1.208583941,8.766755273,1.84E-18,1.34E-16
AT4G30660,148.6075346,3.480525949,0.397493217,8.756189534,2.02E-18,1.46E-16
AT5G20830,93.79317343,2.599453832,0.296955937,8.753668494,2.07E-18,1.48E-16
AT5G53120,61.33154369,2.712523246,0.309862061,8.75397018,2.06E-18,1.48E-16
AT4G27830,61.62899835,2.440922103,0.279468408,8.734161108,2.45E-18,1.74E-16
AT1G56600,89.29600309,6.510614643,0.74595781,8.727859079,2.60E-18,1.83E-16
AT5G57110,47.91403871,3.560089854,0.412777125,8.624726605,6.42E-18,4.43E-16
AT5G42800,54.25040677,3.447757826,0.400005194,8.619282652,6.74E-18,4.63E-16
AT3G47860,61.21924299,2.284128505,0.266156997,8.581884132,9.33E-18,6.37E-16
AT3G51750,48.73688867,3.248209472,0.379155932,8.566948833,1.06E-17,7.20E-16
AT4G33700,42.68493637,3.174487092,0.37094224,8.557901341,1.15E-17,7.76E-16
AT5G11060,59.77337148,2.522588319,0.295478578,8.53729681,1.37E-17,9.24E-16
AT4G16760,124.3451515,1.602932535,0.187848954,8.533092693,1.42E-17,9.55E-16
AT5G26340,45.94072643,3.719752886,0.436510544,8.521564791,1.57E-17,1.04E-15
AT3G23810,402.3523855,1.467540635,0.172227332,8.520950886,1.58E-17,1.05E-15
AT1G69140,181.7838734,10.63860032,1.251766988,8.498866343,1.91E-17,1.26E-15
AT3G29320,112.5926406,1.959077188,0.23117964,8.474263517,2.37E-17,1.54E-15
AT3G17520,177.732486,10.27027136,1.217064828,8.438557363,3.21E-17,2.09E-15
AT1G69830,72.93967253,2.160042375,0.25607944,8.435048038,3.31E-17,2.14E-15
AT1G07720,96.97807126,2.581558766,0.306982641,8.40946171,4.12E-17,2.66E-15
AT4G33467,215.2279187,10.06741454,1.199308938,8.394346291,4.68E-17,3.01E-15
AT1G30360,213.6653294,1.78031111,0.213175119,8.351401992,6.75E-17,4.31E-15
AT2G38530,278.7164407,1.834716759,0.220037303,8.338207827,7.54E-17,4.80E-15
AT1G79270,64.9399877,2.627467662,0.315438464,8.329572852,8.11E-17,5.13E-15
AT5G64430,64.11715279,2.347273226,0.281948121,8.325195493,8.42E-17,5.30E-15
AT3G03341,256.6940792,10.01423502,1.202923828,8.32491201,8.44E-17,5.30E-15
AT2G02120,70.75032677,4.895090488,0.589763542,8.300090019,1.04E-16,6.51E-15
AT4G19390,48.09380112,4.06781361,0.490472999,8.293654533,1.10E-16,6.85E-15
AT5G66052,50.20210508,3.20498961,0.387359626,8.273938207,1.30E-16,8.03E-15
AT1G07985,59.48631592,4.761541767,0.576867649,8.254132075,1.53E-16,9.42E-15
AT5G20280,78.85104269,1.950278244,0.236850406,8.23421955,1.81E-16,1.11E-14
AT5G42900,69.14004105,9.774664172,1.190632604,8.209639264,2.22E-16,1.34E-14
AT2G22190,46.68551879,2.830020971,0.344704771,8.209984913,2.21E-16,1.34E-14
AT1G70820,77.08422724,1.97689042,0.241019264,8.202209171,2.36E-16,1.42E-14
AT3G55500,50.21851295,3.969077406,0.484053325,8.199669742,2.41E-16,1.45E-14
AT2G43570,50.95180108,4.826766156,0.589467162,8.188354612,2.65E-16,1.58E-14
AT1G43160,53.82532134,3.426167985,0.418958303,8.177825721,2.89E-16,1.72E-14
AT1G60190,64.54172616,5.612336204,0.687879379,8.158895845,3.38E-16,2.01E-14
AT4G32940,152.3207573,1.753214475,0.215168556,8.148097991,3.70E-16,2.18E-14
AT3G15670,99.97877517,9.851397571,1.209411299,8.14561397,3.77E-16,2.22E-14
AT2G47890,45.93043921,3.319587364,0.407653057,8.143168088,3.85E-16,2.25E-14
AT5G17220,50.63275844,4.367634263,0.536601561,8.139436371,3.97E-16,2.31E-14
AT3G52180,83.35719997,3.257230065,0.400877132,8.125257849,4.46E-16,2.57E-14
AT5G37260,36.29155232,3.655468216,0.450209604,8.119480758,4.68E-16,2.69E-14
AT4G29190,62.06269933,2.333019356,0.28757347,8.112776741,4.95E-16,2.83E-14
AT1G20693,294.1849561,1.190743581,0.146880265,8.106899721,5.19E-16,2.96E-14
AT1G22160,54.90825177,2.671504473,0.329686167,8.103174281,5.35E-16,3.04E-14
AT4G22880,45.07880631,3.917224364,0.483425373,8.103059089,5.36E-16,3.04E-14
AT3G26580,105.6992222,2.01082065,0.248793867,8.082275801,6.36E-16,3.60E-14
AT1G49720,38.38897399,4.068187446,0.50422179,8.068249979,7.13E-16,4.01E-14
AT1G79440,54.02711735,2.918902914,0.361793808,8.06786309,7.15E-16,4.01E-14
AT5G59480,75.30533822,1.955340674,0.242587719,8.060344854,7.61E-16,4.24E-14
AT2G18230,84.59239343,1.800847635,0.223449941,8.059288931,7.67E-16,4.25E-14
AT4G33150,46.52153927,2.579323137,0.320719806,8.042294521,8.82E-16,4.86E-14
AT1G78600,59.41461608,2.212741399,0.275996001,8.017295151,1.08E-15,5.92E-14
AT3G14440,49.00716014,4.363781639,0.545270294,8.0029697,1.21E-15,6.61E-14
AT4G15910,205.4140248,1.460564254,0.182601381,7.998648437,1.26E-15,6.83E-14
AT2G36390,87.39193109,3.407750984,0.426432917,7.991294402,1.34E-15,7.23E-14
AT3G55610,109.1721398,1.488050653,0.186950466,7.959598522,1.73E-15,9.26E-14
AT1G11840,311.2210728,1.341809603,0.168722148,7.952776933,1.82E-15,9.75E-14
AT5G13930,377.697015,1.867049974,0.234870032,7.949289888,1.88E-15,9.98E-14
AT5G61810,41.25242052,3.494852525,0.440173038,7.9397242,2.03E-15,1.07E-13
AT5G05220,71.66780716,9.534355058,1.202467885,7.928989351,2.21E-15,1.17E-13
AT2G19810,45.0646523,3.041481818,0.38455123,7.909172001,2.59E-15,1.36E-13
AT1G80110,38.31660191,4.11420105,0.520445361,7.905154617,2.68E-15,1.40E-13
AT5G47550,88.36851211,1.783082973,0.225834169,7.895541155,2.89E-15,1.51E-13
AT4G02360,53.7520338,5.918149643,0.749553081,7.895571097,2.89E-15,1.51E-13
AT3G48350,38.24134535,3.005210863,0.380924341,7.889259195,3.04E-15,1.58E-13
AT2G42790,49.21882299,2.439140317,0.309177528,7.889125493,3.04E-15,1.58E-13
AT3G44880,98.64331535,2.183536742,0.277107357,7.879750155,3.28E-15,1.69E-13
AT5G50360,71.09798272,9.505074257,1.207640308,7.870782543,3.52E-15,1.81E-13
AT3G53990,275.8300171,1.301452592,0.165558737,7.860971975,3.81E-15,1.95E-13
AT1G08650,50.45938497,2.21302001,0.282040637,7.846457999,4.28E-15,2.18E-13
AT5G45630,60.35518265,3.963350241,0.507394935,7.811174231,5.67E-15,2.85E-13
AT2G41870,65.37313279,2.411819243,0.30924153,7.799144056,6.23E-15,3.12E-13
AT3G15840,256.1917583,2.089412856,0.269634865,7.749045572,9.26E-15,4.57E-13
AT3G27250,78.09109709,9.253496432,1.200779938,7.706238367,1.30E-14,6.38E-13
AT2G38465,37.95228068,5.330514058,0.691939194,7.703731923,1.32E-14,6.49E-13
AT4G18240,40.69067138,2.841435145,0.368971485,7.700961355,1.35E-14,6.61E-13
AT1G51500,91.11488078,1.63223902,0.212321786,7.687571998,1.50E-14,7.32E-13
AT5G48250,30.20636881,4.851708435,0.631874994,7.678272574,1.61E-14,7.83E-13
AT1G20020,688.9132486,1.536968854,0.200930875,7.649241837,2.02E-14,9.72E-13
AT3G55760,38.49721369,3.316966186,0.434655842,7.63124722,2.32E-14,1.11E-12
AT1G75370,58.63884712,1.989737833,0.261037903,7.62240967,2.49E-14,1.18E-12
AT1G08570,86.67780593,1.789313986,0.234862126,7.618571873,2.56E-14,1.21E-12
AT4G01610,96.81215284,1.436817961,0.188930108,7.605023769,2.85E-14,1.33E-12
AT5G03240,363.0844847,1.318428009,0.173881724,7.582326517,3.39E-14,1.57E-12
AT2G25450,371.9291106,1.177072642,0.155237614,7.582393272,3.39E-14,1.57E-12
AT5G66760,127.0135283,1.419779019,0.187653957,7.565942348,3.85E-14,1.77E-12
AT2G33590,68.8001338,1.762066361,0.233024382,7.561725294,3.98E-14,1.82E-12
AT3G17790,82.18160747,1.996108171,0.264196692,7.5553867,4.18E-14,1.91E-12
AT3G57520,155.1808487,1.322774425,0.175089528,7.554846007,4.19E-14,1.91E-12
AT2G43550,87.76232478,2.049335594,0.271292086,7.553982221,4.22E-14,1.92E-12
AT1G48330,32.26622773,2.908672013,0.385367375,7.54778998,4.43E-14,2.01E-12
AT5G26260,114.2947261,1.637401329,0.216972074,7.546599426,4.47E-14,2.01E-12
AT1G52890,62.66789546,6.443342505,0.854883662,7.537098663,4.81E-14,2.16E-12
AT4G33905,60.65734352,9.061740595,1.206150312,7.512944703,5.78E-14,2.58E-12
AT1G80480,57.24816844,2.020409491,0.269114679,7.507615346,6.02E-14,2.68E-12
AT3G55880,58.15688026,2.910701614,0.388572857,7.490748673,6.85E-14,3.04E-12
AT5G66780,55.9647719,8.994237443,1.202983071,7.476611818,7.63E-14,3.36E-12
AT5G19540,97.93536363,1.531802958,0.204893799,7.476082543,7.66E-14,3.36E-12
AT3G05880,657.8507802,4.339917938,0.581683342,7.460963075,8.59E-14,3.74E-12
AT5G17760,34.27281147,3.001844386,0.402431854,7.459261376,8.70E-14,3.78E-12
AT2G25620,36.55526159,2.852077447,0.382421165,7.457948747,8.79E-14,3.81E-12
AT1G10370,135.3983581,1.455004137,0.195376504,7.447180746,9.54E-14,4.12E-12
AT1G76180,959.184464,2.210908525,0.296936414,7.445730538,9.64E-14,4.16E-12
AT5G05410,49.27376812,3.204803115,0.43064876,7.441802722,9.93E-14,4.27E-12
AT4G02280,36.83959551,4.777993679,0.642827819,7.432773653,1.06E-13,4.57E-12
AT1G20696,243.7282799,1.366024243,0.1839643,7.425485516,1.12E-13,4.80E-12
AT1G08890,29.00735128,3.422194828,0.461978319,7.407695747,1.29E-13,5.47E-12
AT3G19100,57.80309343,1.829527004,0.247621977,7.388387045,1.49E-13,6.31E-12
AT4G05100,31.59277399,4.259051815,0.576652406,7.38582163,1.52E-13,6.42E-12
AT5G51070,96.93333087,1.653781143,0.224310822,7.372721167,1.67E-13,7.03E-12
AT1G21460,77.82759735,1.836886922,0.250432296,7.334864366,2.22E-13,9.22E-12
AT4G18440,112.0756837,2.400502632,0.327601258,7.327513465,2.34E-13,9.69E-12
AT3G46640,29.77870483,3.07508517,0.42061786,7.310876369,2.65E-13,1.09E-11
AT5G05270,113.492625,1.595669364,0.218507358,7.302588695,2.82E-13,1.16E-11
AT3G22830,83.91545293,8.869977187,1.21588849,7.295058107,2.99E-13,1.22E-11
AT1G08550,63.0220396,1.77054718,0.242892369,7.289431056,3.11E-13,1.27E-11
AT1G17745,42.48842902,2.690007176,0.369416849,7.281766346,3.29E-13,1.34E-11
AT1G28330,140.7654091,1.541961862,0.211764974,7.281477359,3.30E-13,1.34E-11
AT4G24220,172.7969926,1.277605661,0.175715886,7.270860295,3.57E-13,1.45E-11
AT4G17550,37.500801,3.191850163,0.439254487,7.266516923,3.69E-13,1.49E-11
AT5G43150,157.0083306,1.722568887,0.237100059,7.265155884,3.73E-13,1.50E-11
AT5G04340,60.35978181,2.142822083,0.295023108,7.263234737,3.78E-13,1.52E-11
AT5G15190,33.25802124,4.641274784,0.639010107,7.263225944,3.78E-13,1.52E-11
AT1G07900,41.80494509,5.490187608,0.756269211,7.259567794,3.88E-13,1.56E-11
AT1G68570,43.8809541,2.535883529,0.350216952,7.240893144,4.46E-13,1.78E-11
AT4G21570,155.3757417,1.950562715,0.27024488,7.217760111,5.29E-13,2.10E-11
AT1G57590,30.65481348,3.700277846,0.515839783,7.173308394,7.32E-13,2.89E-11
AT4G12290,31.214258,4.567538519,0.637189165,7.168261436,7.60E-13,3.00E-11
AT2G41660,40.89143367,3.265524815,0.455810638,7.164213701,7.82E-13,3.08E-11
AT1G07040,44.32940498,2.258640287,0.315403817,7.161106374,8.00E-13,3.14E-11
AT1G21400,79.96934923,1.580363456,0.221130319,7.146751579,8.89E-13,3.47E-11
AT1G62540,34.86143623,4.038707421,0.567309739,7.119051802,1.09E-12,4.23E-11
AT1G22370,27.02151146,4.03195027,0.566976756,7.111314931,1.15E-12,4.46E-11
AT1G63010,43.15198869,2.539467628,0.357958956,7.094298343,1.30E-12,5.02E-11
AT1G49450,50.07269088,6.290659293,0.887792229,7.085733672,1.38E-12,5.31E-11
AT5G50950,83.19130158,3.422365525,0.483182452,7.082967332,1.41E-12,5.41E-11
AT5G27930,29.64621352,3.029128367,0.427733974,7.081804474,1.42E-12,5.44E-11
AT1G16515,33.12034098,4.237191361,0.59991218,7.063019394,1.63E-12,6.19E-11
AT1G78610,33.56358359,2.655939046,0.37706123,7.043787157,1.87E-12,7.06E-11
AT5G47240,50.59358525,2.47334612,0.351549411,7.035557568,1.98E-12,7.47E-11
AT2G39030,80.48978939,8.451559587,1.201466062,7.0343723,2.00E-12,7.52E-11
AT1G24580,46.65120627,5.303526202,0.754141166,7.032537729,2.03E-12,7.60E-11
AT4G34950,33.15009145,3.958192243,0.563025202,7.030222145,2.06E-12,7.70E-11
AT5G20900,100.191106,1.359681178,0.193592854,7.023405813,2.17E-12,8.07E-11
AT3G28007,65.71370341,7.285974284,1.03751768,7.022506143,2.18E-12,8.09E-11
AT1G24600,30.37351759,4.361729073,0.621242676,7.020974634,2.20E-12,8.16E-11
AT2G28400,65.99023704,2.447976734,0.349506994,7.004085121,2.49E-12,9.19E-11
AT5G48180,148.6501636,1.73075969,0.247263001,6.999671121,2.57E-12,9.47E-11
AT5G13200,39.37570239,2.680175928,0.383542236,6.987955101,2.79E-12,1.03E-10
AT5G12140,243.4682605,1.246483852,0.178668732,6.976508086,3.03E-12,1.11E-10
