Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_DIRECT,GO:0009738~abscisic acid-activated signaling pathway,47,2.0586947,2.90E-09,"AT1G70810, AT5G01810, AT1G69260, AT3G06380, AT1G52400, AT1G62660, AT1G72770, AT1G54830, AT5G64750, AT1G45249, AT5G63980, AT1G18100, AT1G75240, AT3G22231, AT3G45640, AT4G26080, AT3G11410, AT3G59220, AT5G05440, AT2G38310, AT5G58670, AT2G40330, AT5G52900, AT3G29320, AT2G26980, AT3G48360, AT1G08650, AT3G57530, AT2G36270, AT5G66210, AT1G70800, AT4G34000, AT3G63060, AT5G37740, AT5G53160, AT2G46680, AT5G57050, AT4G17870, AT4G21940, AT5G52300, AT2G40340, AT1G17550, AT1G12580, AT5G63470, AT1G54160, AT1G49720, AT1G15100",1731,195,18499,2.575813595,3.60E-06,3.27E-07,4.71E-06
GOTERM_BP_DIRECT,GO:0009733~response to auxin,61,2.671922908,2.99E-09,"AT4G03190, AT1G28130, AT3G03850, AT1G47510, AT3G04730, AT3G09600, AT1G29460, AT5G63160, AT3G11260, AT2G21210, AT5G54510, AT4G16780, AT5G18060, AT3G23050, AT5G67480, AT2G22240, AT2G47460, AT3G48360, AT2G38120, AT2G17500, AT5G57560, AT4G12410, AT1G72430, AT1G56150, AT1G29450, AT1G29440, AT3G28910, AT1G56650, AT5G13930, AT5G08640, AT3G01220, AT5G18030, AT4G34760, AT5G37770, AT2G06850, AT5G02840, AT4G32690, AT4G32280, AT4G38860, AT4G27260, AT5G18080, AT4G31320, AT3G23030, AT4G37610, AT1G29510, AT4G31910, AT5G18020, AT5G50760, AT3G03820, AT1G29430, AT3G05630, AT5G47370, AT1G01060, AT2G47260, AT5G07990, AT2G46370, AT4G03400, AT5G43700, AT3G55120, AT1G29500, AT5G18050",1731,290,18499,2.247931234,3.71E-06,3.09E-07,4.86E-06
GOTERM_BP_DIRECT,GO:0009624~response to nematode,26,1.138852387,5.98E-09,"AT4G32650, AT2G40460, AT4G39030, AT1G69850, AT5G53550, AT2G39350, AT5G38030, AT5G17520, AT2G29650, AT5G13580, AT2G01340, AT2G18150, AT2G21050, AT1G72140, AT2G38120, AT2G47800, AT5G52450, AT2G41560, AT2G47260, AT1G59740, AT1G58360, AT3G60160, AT3G51860, AT5G57110, AT1G61800, AT1G58340",1731,74,18499,3.754851906,7.41E-06,5.70E-07,9.70E-06
GOTERM_BP_DIRECT,GO:0006979~response to oxidative stress,60,2.628120894,8.90E-09,"AT5G64100, AT4G12000, AT5G17820, AT4G37520, AT4G35770, AT3G46090, AT2G04795, AT4G17070, AT5G14130, AT4G04810, AT2G18150, AT4G02380, AT5G59080, AT5G20250, AT1G80130, AT2G37130, AT5G16990, AT5G39580, AT4G37530, AT1G68850, AT5G17000, AT5G54810, AT5G40390, AT5G24770, AT3G30775, AT1G52200, AT3G53260, AT5G13930, AT3G10020, AT4G30170, AT2G47180, AT2G19810, AT1G56600, AT4G08770, AT5G56550, AT3G45640, AT5G19875, AT4G11600, AT2G37040, AT3G47860, AT5G44380, AT3G01190, AT2G40000, AT3G49960, AT3G28200, AT4G11290, AT2G39800, AT1G02930, AT3G28340, AT2G18980, AT4G34710, AT5G67400, AT1G60470, AT1G73120, AT4G26010, AT4G04840, AT1G09350, AT1G35910, AT1G11210, AT2G29450",1731,291,18499,2.203481689,1.10E-05,7.88E-07,1.44E-05
GOTERM_BP_DIRECT,GO:0007623~circadian rhythm,30,1.314060447,9.09E-09,"AT3G54810, AT3G06500, AT5G24470, AT5G17300, AT5G02840, AT2G17840, AT3G12320, AT1G22770, AT1G68050, AT4G15248, AT5G52310, AT3G22231, AT2G21660, AT2G18170, AT2G46790, AT3G55960, AT5G59570, AT3G52180, AT3G48360, AT4G36240, AT1G01060, AT5G61380, AT1G69690, AT2G42540, AT4G13930, AT1G80820, AT5G60100, AT5G12050, AT3G06080, AT3G21890",1731,97,18499,3.305222534,1.13E-05,7.52E-07,1.48E-05
GOTERM_BP_DIRECT,GO:0071555~cell wall organization,61,2.671922908,6.29E-08,"AT2G01850, AT2G18950, AT4G23990, AT5G57530, AT4G25820, AT1G70090, AT1G23480, AT1G55850, AT3G16850, AT1G75500, AT4G30290, AT5G23190, AT4G28850, AT1G78570, AT5G57560, AT3G23730, AT4G03210, AT1G60590, AT5G33290, AT2G32540, AT1G11545, AT5G48070, AT1G48100, AT1G62440, AT1G24170, AT1G32170, AT1G24070, AT3G61490, AT1G12780, AT4G19420, AT2G36870, AT4G24510, AT2G06850, AT3G50760, AT5G09870, AT4G30270, AT5G03760, AT2G28110, AT3G28180, AT4G14130, AT1G64390, AT4G01750, AT4G30280, AT1G57590, AT1G32860, AT3G28340, AT4G24010, AT3G06770, AT4G13410, AT2G15880, AT2G32990, AT4G25810, AT4G13340, AT5G65730, AT4G23920, AT5G41900, AT4G23820, AT1G65310, AT5G22940, AT5G22740, AT1G10640",1731,314,18499,2.076114834,7.80E-05,4.87E-06,1.02E-04
GOTERM_BP_DIRECT,GO:0006970~response to osmotic stress,32,1.401664477,1.83E-07,"AT5G15960, AT5G64750, AT5G52310, AT3G61890, AT1G65690, AT1G04220, AT3G45640, AT2G21660, AT1G43160, AT2G38750, AT3G58620, AT2G38470, AT2G47770, AT2G04240, AT2G37180, AT5G15970, AT1G20440, AT1G61340, AT3G63060, AT2G42580, AT4G34710, AT1G22190, AT2G42540, AT2G41560, AT5G06760, AT5G57050, AT4G40010, AT2G35300, AT3G14440, AT4G21440, AT1G35910, AT1G58340",1731,122,18499,2.80311769,2.27E-04,1.33E-05,2.97E-04
GOTERM_BP_DIRECT,GO:0009751~response to salicylic acid,37,1.620674551,2.24E-07,"AT5G24530, AT5G52660, AT3G50060, AT1G15520, AT4G39030, AT3G09600, AT5G02840, AT4G02890, AT5G63160, AT4G31800, AT4G34990, AT1G21270, AT1G43160, AT1G71030, AT1G21250, AT5G67480, AT2G33380, AT3G51450, AT5G07690, AT4G37610, AT2G16720, AT1G48000, AT2G40000, AT3G48360, AT2G47190, AT1G80840, AT3G56400, AT1G61340, AT4G01060, AT3G50480, AT1G01060, AT1G21910, AT3G28910, AT4G37260, AT5G24110, AT4G09460, AT1G22640",1731,155,18499,2.551063156,2.77E-04,1.54E-05,3.63E-04
GOTERM_BP_DIRECT,GO:0042546~cell wall biogenesis,21,0.919842313,2.52E-07,"AT2G36870, AT2G01850, AT4G30280, AT4G28850, AT5G57560, AT2G06850, AT3G23730, AT4G03210, AT1G11545, AT4G30270, AT5G57530, AT5G48070, AT4G25820, AT4G25810, AT3G15060, AT5G65730, AT4G23920, AT4G14130, AT1G32170, AT1G65310, AT4G30290",1731,60,18499,3.740410168,3.12E-04,1.64E-05,4.08E-04
GOTERM_BP_DIRECT,GO:0009788~negative regulation of abscisic acid-activated signaling pathway,10,0.438020149,0.008580857,"AT5G57050, AT5G01810, AT5G59220, AT1G13300, AT1G07430, AT4G26080, AT3G11410, AT1G73687, AT5G64750, AT5G20270",1731,39,18499,2.740227229,0.999977141,0.136175777,13.05470264
GOTERM_BP_DIRECT,GO:0009687~abscisic acid metabolic process,4,0.17520806,0.013150434,"AT2G04240, AT1G52400, AT2G29090, AT4G19230",1731,6,18499,7.124590795,0.999999926,0.187615153,19.33636358
GOTERM_BP_DIRECT,GO:0071215~cellular response to abscisic acid stimulus,8,0.350416119,0.015337984,"AT5G58787, AT4G36830, AT5G13170, AT5G28770, AT1G05680, AT2G41230, AT1G05200, AT2G43140",1731,29,18499,2.948106536,0.999999995,0.208430339,22.19038342
GOTERM_BP_DIRECT,GO:0009789~positive regulation of abscisic acid-activated signaling pathway,8,0.350416119,0.03516197,"AT1G70810, AT5G53160, AT1G52400, AT1G70800, AT1G35670, AT5G37740, AT1G15100, AT4G23450",1731,34,18499,2.514561457,1,0.336999839,44.06881147
GOTERM_BP_DIRECT,GO:0046345~abscisic acid catabolic process,3,0.131406045,0.072194604,"AT5G45340, AT2G29090, AT4G19230",1731,5,18499,6.412131716,1,0.502731913,70.36947192
