Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_DIRECT,GO:0009738~abscisic acid-activated signaling pathway,55,1.80091683,3.49E-09,"AT1G70810, AT1G52400, AT1G72770, AT5G63320, AT2G26040, AT5G64750, AT1G45249, AT1G18100, AT1G42550, AT3G59220, AT5G05440, AT3G50500, AT2G38310, AT5G52900, AT3G29320, AT1G12240, AT2G26980, AT3G48360, AT1G08650, AT3G57530, AT5G37740, AT5G57050, AT5G04870, AT4G21940, AT3G19290, AT1G12580, AT1G49720, AT5G01810, AT1G69260, AT3G06380, AT1G62660, AT1G54830, AT1G75240, AT3G22231, AT3G45640, AT4G26080, AT3G11410, AT5G46790, AT5G58670, AT3G07360, AT2G40330, AT5G66210, AT2G36270, AT1G70800, AT4G34000, AT4G18010, AT3G63060, AT5G53160, AT2G46680, AT4G17870, AT5G52300, AT2G30020, AT2G40340, AT1G17550, AT1G54160",2256,195,18499,2.312795508,5.06E-06,3.16E-07,5.78E-06
GOTERM_BP_DIRECT,GO:0009733~response to auxin,82,2.685003274,2.74E-13,"AT2G46070, AT4G03190, AT1G28130, AT1G47510, AT3G04730, AT3G09600, AT5G13320, AT3G59900, AT1G29460, AT5G63160, AT5G13220, AT2G21210, AT3G11260, AT5G54510, AT4G16780, AT5G14960, AT3G23050, AT5G67480, AT2G22240, AT2G47460, AT3G48360, AT2G38120, AT2G17500, AT2G37630, AT4G38840, AT5G57560, AT4G12550, AT4G12410, AT1G72430, AT5G13370, AT1G29450, AT1G29440, AT5G01990, AT3G28910, AT1G56650, AT5G37260, AT3G47600, AT3G28860, AT4G36740, AT5G08640, AT5G13930, AT3G01220, AT4G34760, AT5G18030, AT5G37770, AT2G06850, AT4G11280, AT5G02840, AT2G04160, AT4G32690, AT3G15540, AT4G32280, AT4G38860, AT4G27260, AT5G18080, AT4G31320, AT3G23030, AT2G25930, AT4G37610, AT1G29510, AT2G46830, AT1G51950, AT4G31910, AT5G18020, AT5G50760, AT1G74660, AT1G29430, AT3G05630, AT1G18570, AT1G01060, AT4G34800, AT2G47260, AT2G46370, AT5G07990, AT4G03400, AT4G18710, AT3G07390, AT5G54490, AT5G43700, AT3G55120, AT4G38850, AT5G18050",2256,290,18499,2.318595622,3.97E-10,4.41E-11,4.53E-10
GOTERM_BP_DIRECT,GO:0009624~response to nematode,25,0.818598559,3.97E-06,"AT4G32650, AT4G39030, AT1G69850, AT5G53550, AT2G39350, AT5G38030, AT5G17520, AT2G29650, AT5G13580, AT2G01340, AT2G18150, AT1G72140, AT2G38120, AT1G71880, AT2G47800, AT5G52450, AT2G47260, AT1G59740, AT1G64780, AT1G58360, AT4G18210, AT3G51860, AT5G57110, AT1G61800, AT1G58340",2256,74,18499,2.77024032,0.005738034,2.13E-04,0.0065708
GOTERM_BP_DIRECT,GO:0006979~response to oxidative stress,83,2.717747217,1.15E-13,"AT5G64100, AT1G20620, AT4G21850, AT4G12000, AT5G17820, AT4G37520, AT4G35770, AT1G78410, AT5G50350, AT1G49670, AT4G32770, AT2G47060, AT4G36430, AT3G46090, AT4G35090, AT5G22410, AT2G04795, AT3G53990, AT4G17070, AT2G18150, AT4G02380, AT5G59080, AT5G20250, AT1G80130, AT4G39640, AT2G37130, AT5G16990, AT5G39580, AT4G37530, AT1G68850, AT4G12720, AT5G54810, AT5G40390, AT3G32980, AT5G24770, AT1G30870, AT3G30775, AT1G52200, AT3G12490, AT5G13930, AT1G19020, AT1G35720, AT5G42180, AT4G30170, AT2G47180, AT4G11280, AT2G19810, AT1G56600, AT4G08770, AT3G22200, AT5G56550, AT5G64120, AT1G34510, AT5G19875, AT3G45640, AT3G49120, AT1G14870, AT4G11600, AT2G37040, AT3G47860, AT4G21830, AT1G20630, AT5G44380, AT4G33420, AT3G01190, AT2G40000, AT3G49960, AT3G28200, AT4G11290, AT2G39800, AT4G21960, AT1G02930, AT3G28340, AT2G18980, AT4G34710, AT4G23190, AT5G67400, AT1G60470, AT1G13440, AT1G73120, AT4G26010, AT1G09350, AT1G11210",2256,291,18499,2.338806329,1.67E-10,2.09E-11,1.91E-10
GOTERM_BP_DIRECT,GO:0007623~circadian rhythm,40,1.309757695,2.50E-12,"AT3G54810, AT3G06500, AT5G24470, AT3G58850, AT5G17300, AT5G02840, AT2G17840, AT3G57040, AT3G12320, AT1G22770, AT1G68050, AT3G46640, AT4G15248, AT5G52310, AT3G22231, AT2G21660, AT2G18170, AT2G46790, AT3G55960, AT2G25930, AT5G59570, AT2G46830, AT3G48360, AT1G18330, AT3G52180, AT4G36240, AT1G01060, AT5G61380, AT5G56860, AT2G42540, AT1G80820, AT3G07650, AT5G60100, AT3G20810, AT3G01060, AT5G37260, AT4G26150, AT5G12050, AT3G06080, AT3G21890",2256,97,18499,3.381406741,3.63E-09,3.63E-10,4.14E-09
GOTERM_BP_DIRECT,GO:0042546~cell wall biogenesis,24,0.785854617,2.16E-07,"AT4G37800, AT5G57540, AT2G36870, AT2G01850, AT5G44670, AT4G30280, AT4G28850, AT5G57560, AT2G06850, AT3G23730, AT4G03210, AT1G11545, AT4G30270, AT4G25820, AT5G57530, AT5G48070, AT4G25810, AT3G15060, AT5G65730, AT4G23920, AT4G14130, AT1G32170, AT1G65310, AT4G30290",2256,60,18499,3.279964539,3.13E-04,1.42E-05,3.58E-04
GOTERM_BP_DIRECT,GO:0006970~response to osmotic stress,41,1.342501637,1.94E-09,"AT1G50460, AT5G15960, AT5G20830, AT5G64750, AT5G52310, AT3G61890, AT1G65690, AT1G04220, AT2G38750, AT1G43160, AT2G21660, AT3G45640, AT1G42550, AT5G63650, AT3G58620, AT2G38470, AT2G47770, AT3G50500, AT3G17510, AT1G78290, AT2G04240, AT3G16690, AT5G15970, AT1G20440, AT4G04340, AT3G63060, AT2G42580, AT4G34710, AT1G22190, AT2G42540, AT5G06760, AT4G39090, AT5G57050, AT2G35300, AT3G20250, AT4G40010, AT1G58200, AT3G14440, AT4G21440, AT1G35720, AT1G58340",2256,122,18499,2.755707912,2.81E-06,2.00E-07,3.20E-06
GOTERM_BP_DIRECT,GO:0009751~response to salicylic acid,46,1.506221349,1.44E-08,"AT5G52660, AT3G50060, AT1G15520, AT4G39030, AT3G09600, AT5G02840, AT4G19040, AT4G02890, AT5G63160, AT4G23810, AT4G31800, AT5G13220, AT4G34990, AT5G62470, AT1G21270, AT1G43160, AT1G71030, AT1G21250, AT5G67480, AT2G33380, AT3G51450, AT4G32940, AT4G37610, AT2G46830, AT1G48000, AT2G40000, AT3G48360, AT2G47190, AT5G59780, AT2G37630, AT1G80840, AT5G13330, AT4G01060, AT1G18570, AT5G08790, AT3G50480, AT1G01060, AT1G21910, AT3G28910, AT4G37260, AT4G09460, AT1G06180, AT3G47600, AT5G37260, AT1G22640, AT1G76680",2256,155,18499,2.433522077,2.09E-05,1.10E-06,2.39E-05
GOTERM_BP_DIRECT,GO:0009788~negative regulation of abscisic acid-activated signaling pathway,11,0.360183366,0.01614436,"AT5G57050, AT5G01810, AT5G59220, AT1G13300, AT1G07430, AT1G01720, AT4G26080, AT3G11410, AT1G51800, AT5G64750, AT5G20270",2256,39,18499,2.312795508,1,0.23278602,23.60872725
GOTERM_BP_DIRECT,GO:0071215~cellular response to abscisic acid stimulus,9,0.294695481,0.019579517,"AT5G41790, AT4G36830, AT5G13170, AT3G18130, AT5G28770, AT1G05680, AT2G41230, AT2G43140, AT3G07360",2256,29,18499,2.544800073,1,0.260367248,27.9041022
GOTERM_BP_DIRECT,GO:0009687~abscisic acid metabolic process,4,0.130975769,0.027203945,"AT2G04240, AT1G52400, AT2G29090, AT4G19230",2256,6,18499,5.466607565,1,0.324167443,36.64066049
GOTERM_BP_DIRECT,GO:0009789~positive regulation of abscisic acid-activated signaling pathway,9,0.294695481,0.047974554,"AT1G70810, AT5G53160, AT1G52400, AT1G70800, AT1G35670, AT4G35790, AT3G50500, AT5G37740, AT4G23450",2256,34,18499,2.170564768,1,0.442290742,55.66747683
